year,month,hemisphere,temp_k,temp_f,temp_c
1943,9,south,283.866240402841,51.28923272511387,10.716240402841038
1943,10,north,288.94544860722976,60.431807493013615,15.795448607229787
1943,10,south,284.9392061906934,53.22057114324821,11.789206190693449
1943,11,north,285.11393477403874,53.53508259326977,11.963934774038762
1943,11,south,286.57749680715705,56.16949425288273,13.42749680715707
1943,12,north,282.40969864425637,48.6674575596615,9.259698644256389
1943,12,south,288.01322897409057,58.75381215336306,14.863228974090589
1944,1,north,281.59110051965473,47.193980935378555,8.441100519654753
1944,1,south,288.82899151016335,60.222184718294066,15.678991510163371
1944,2,north,282.07739062281735,48.069303121071265,8.92739062281737
1944,2,south,288.69756721746904,59.98562099144432,15.547567217469066
1944,3,north,284.1613288208193,51.82039187747474,11.011328820819301
1944,3,south,288.0482510788825,58.81685194198857,14.898251078882538
1944,4,north,286.9769020353311,56.88842366359599,13.826902035331102
1944,4,south,286.78513466525897,56.54324239746618,13.635134665258988
1944,5,north,289.9889691378455,62.31014444812197,16.838969137845538
1944,5,south,285.6288004803633,54.46184086465395,12.478800480363304
1944,6,north,292.66042423081956,67.11876361547525,19.51042423081958
1944,6,south,284.55427281696933,52.52769107054483,11.404272816969353
1944,7,north,293.96859328873603,69.4734679197249,20.818593288736054
1944,7,south,283.70300888677536,50.995415996195696,10.553008886775388
1944,8,north,293.92555571342785,69.39600028417019,20.775555713427877
1944,8,south,283.63857492104864,50.8794348578876,10.488574921048667
1944,9,north,292.2100121296856,66.30802183343411,19.060012129685617
1944,9,south,284.1402816030788,51.78250688554186,10.990281603078813
1944,10,north,289.11525217874043,60.73745392173282,15.965252178740457
1944,10,south,285.1499960198708,53.59999283576748,11.99999601987082
1944,11,north,285.1041686307843,53.517503535411734,11.954168630784295
1944,11,south,286.55595606517335,56.13072091731207,13.40595606517337
1944,12,north,282.11876692390985,48.143780463037764,8.968766923909868
1944,12,south,288.0013946326517,58.73251033877307,14.851394632651704
1945,1,north,280.89297346246326,45.93735223243391,7.742973462463283
1945,1,south,288.8195449762,60.20518095716005,15.66954497620003
1945,2,north,281.2432246125346,46.56780430256235,8.093224612534641
1945,2,south,288.69177311052397,59.975191598943184,15.541773110523991
1945,3,north,283.56431299762636,50.74576339572749,10.414312997626382
1945,3,south,287.9444136395731,58.62994455123162,14.794413639573122
1945,4,north,286.8906610007611,56.73318980137002,13.740661000761122
1945,4,south,286.80376556486453,56.5767780167562,13.653765564864557
1945,5,north,289.78966684154517,61.951400314781345,16.639666841545193
1945,5,south,285.55777457155347,54.33399422879628,12.407774571553489
1945,6,north,292.58049873105955,66.97489771590723,19.430498731059572
1945,6,south,284.6020213266905,52.6136383880429,11.452021326690499
1945,7,north,293.8563648698955,69.27145676581196,20.706364869895538
1945,7,south,283.58387015134696,50.780966272424564,10.43387015134698
1945,8,north,293.97374922037716,69.48274859667893,20.82374922037718
1945,8,south,283.8571927247353,51.27294690452355,10.707192724735307
1945,9,north,292.10727200064593,66.12308960116272,18.957272000645958
1945,9,south,284.01635623243175,51.55944121837719,10.86635623243177
1945,10,north,288.9359598317004,60.41472769706079,15.785959831700438
1945,10,south,285.1326361333153,53.56874503996761,11.982636133315339
1945,11,north,284.95284477977316,53.24512060359173,11.802844779773181
1945,11,south,286.578072507802,56.17053051404365,13.428072507802028
1945,12,north,281.8995653882761,47.74921769889697,8.749565388276096
1945,12,south,288.00990687188806,58.74783236939855,14.859906871888086
1946,1,north,281.06643802211795,46.24958843981235,7.916438022117973
1946,1,south,288.8936572612838,60.33858307031089,15.743657261283829
1946,2,north,281.5400010084182,47.102001815152775,8.39000100841821
1946,2,south,288.7821299221766,60.13783385991788,15.632129922176603
1946,3,north,283.8209530895885,51.20771556125934,10.670953089588522
1946,3,south,288.0021884394725,58.733939191050524,14.852188439472513
1946,4,north,287.07271429734163,57.06088573521498,13.922714297341656
1946,4,south,286.7024394923935,56.39439108630838,13.552439492393546
1946,5,north,290.0362781990701,62.395300758326265,16.886278199070148
1946,5,south,285.6696974119199,54.53545534145589,12.519697411919935
1946,6,north,292.5886662220165,66.98959919962977,19.438666222016536
1946,6,south,284.3830710271347,52.21952784884248,11.233071027134713
1946,7,north,293.9525623688866,69.44461226399595,20.80256236888664
1946,7,south,283.6278810603916,50.8601859087049,10.47788106039161
1946,8,north,293.7451244837952,69.07122407083145,20.595124483795246
1946,8,south,283.4164004818865,50.47952086739576,10.266400481886535
1946,9,north,291.9404527479738,65.82281494635285,18.790452747973802
1946,9,south,283.927096489112,51.39877368040162,10.777096489112012
1946,10,north,288.63261443269204,59.86870597884571,15.48261443269206
1946,10,south,284.9965959233142,53.32387266196561,11.846595923314226
1946,11,north,285.0016718927241,53.33300940690346,11.851671892724141
1946,11,south,286.5933475313813,56.1980255564864,13.443347531381335
1946,12,north,281.8591298379774,47.67643370835932,8.7091298379774
1946,12,south,288.1048144005433,58.918665920978015,14.954814400543341
1947,1,north,280.91800701598,45.98241262876401,7.768007015980004
1947,1,south,289.0169469297659,60.560504473578625,15.866946929765902
1947,2,north,281.614528351447,47.23615103260465,8.46452835144703
1947,2,south,288.70783973331197,60.00411151996159,15.557839733311994
1947,3,north,283.98741553108266,51.50734795594883,10.837415531082684
1947,3,south,287.98159071029426,58.696863278529705,14.831590710294279
1947,4,north,287.100067162058,57.11012089170443,13.95006716205802
1947,4,south,286.8949730718692,56.74095152936455,13.744973071869197
1947,5,north,290.0787878974986,62.47181821549755,16.928787897498637
1947,5,south,285.5961458157032,54.403062468265816,12.446145815703233
1947,6,north,292.53524799818933,66.89344639674084,19.385247998189357
1947,6,south,284.675469522301,52.74584514014184,11.525469522301023
1947,7,north,293.93423205872966,69.41161770571344,20.784232058729685
1947,7,south,283.71757890910385,51.02164203638697,10.567578909103872
1947,8,north,293.7712876531026,69.11831777558473,20.621287653102627
1947,8,south,283.40185903003606,50.453346254064954,10.251859030036087
1947,9,north,291.9610464670913,65.8598836407644,18.81104646709133
1947,9,south,283.8304964890755,51.22489368033589,10.680496489075495
1947,10,north,289.1026478612248,60.714766150204674,15.952647861224818
1947,10,south,284.9216438735207,53.18895897233726,11.771643873520702
1947,11,north,285.04884446777635,53.41792004199747,11.898844467776371
1947,11,south,286.6131558949117,56.2336806108411,13.463155894911722
1947,12,north,282.0020334273632,47.93366016925378,8.85203342736321
1947,12,south,288.01088546993964,58.74959384589139,14.86088546993966
1948,1,north,281.0572765701312,46.23309782623619,7.907276570131216
1948,1,south,288.84281131150624,60.247060360711274,15.692811311506262
1948,2,north,281.372586709622,46.80065607731964,8.222586709622021
1948,2,south,288.7227425046848,60.03093650843266,15.572742504684811
1948,3,north,283.3709678338665,50.39774210095969,10.220967833866496
1948,3,south,287.97281567334153,58.68106821201479,14.822815673341552
1948,4,north,286.7727473582747,56.52094524489455,13.62274735827475
1948,4,south,286.76642667955565,56.50956802320021,13.616426679555673
1948,5,north,290.1033118121221,62.51596126181985,16.953311812122138
1948,5,south,285.61930834207215,54.4447550157299,12.469308342072168
1948,6,north,292.79751230139806,67.36552214251654,19.64751230139808
1948,6,south,284.24541212627867,51.97174182730164,11.095412126278688
1948,7,north,294.0014267157524,69.5325680883544,20.85142671575244
1948,7,south,283.5445149696032,50.7101269452858,10.394514969603222
1948,8,north,293.90057309837545,69.35103157707584,20.75057309837547
1948,8,south,283.459338826283,50.55680988730942,10.30933882628301
1948,9,north,291.9406998905544,65.82325980299798,18.790699890554436
1948,9,south,283.80246122034083,51.174430196613535,10.652461220340854
1948,10,north,288.84359411651417,60.248469409725544,15.693594116514191
1948,10,south,285.1736691507677,53.64260447138189,12.023669150767716
1948,11,north,285.0843210358091,53.48177786445647,11.934321035809148
1948,11,south,286.719324575612,56.42478423610165,13.569324575612029
1948,12,north,281.7557988764414,47.490437977594596,8.60579887644144
1948,12,south,288.09550365049955,58.901906570899236,14.945503650499575
1949,1,north,281.095481700101,46.30186706018185,7.945481700101027
1949,1,south,289.0209768694454,60.56775836500177,15.870976869445428
1949,2,north,281.4327221316135,46.90889983690435,8.282722131613525
1949,2,south,288.84487772353225,60.25077990235809,15.694877723532272
1949,3,north,283.7306862814311,51.045235306575975,10.580686281431099
1949,3,south,287.9984628748558,58.72723317474051,14.84846287485584
1949,4,north,286.79228560261697,56.556114084710586,13.642285602616994
1949,4,south,286.76487960901665,56.506783296230005,13.614879609016668
1949,5,north,289.998672905036,62.32761122906487,16.84867290503604
1949,5,south,285.5978318385912,54.406097309464236,12.447831838591242
1949,6,north,292.4832197733402,66.79979559201237,19.333219773340204
1949,6,south,284.397753379488,52.24595608307843,11.247753379488017
1949,7,north,293.8354964495761,69.23389360923704,20.685496449576135
1949,7,south,283.7860138896649,51.14482500139686,10.636013889664923
1949,8,north,293.81431441026217,69.19576593847195,20.664314410262193
1949,8,south,283.3543020242022,50.36774364356397,10.204302024202207
1949,9,north,291.8824819378564,65.71846748814161,18.73248193785645
1949,9,south,284.0264397736501,51.57759159257024,10.876439773650134
1949,10,north,288.8698781225986,60.29578062067753,15.71987812259863
1949,10,south,284.97898021645716,53.292164389622926,11.828980216457182
1949,11,north,285.0693865837401,53.45489585073219,11.919386583740106
1949,11,south,286.66686508425926,56.3303571516667,13.51686508425928
1949,12,north,282.0909383103589,48.0936889586461,8.940938310358945
1949,12,south,288.2121907115113,59.1119432807204,15.062190711511334
1950,1,north,280.5849520950429,45.3829137710773,7.434952095042945
1950,1,south,288.7958423676153,60.162516261707594,15.64584236761533
1950,2,north,281.2130269283875,46.513448471097504,8.063026928387501
1950,2,south,288.6890588868949,59.97030599641083,15.539058886894907
1950,3,north,283.68008614193934,50.95415505549086,10.530086141939364
1950,3,south,287.8995892206157,58.54926059710834,14.749589220615746
1950,4,north,286.6253022287792,56.255544011802634,13.475302228779242
1950,4,south,286.7249485992412,56.4349074786342,13.574948599241225
1950,5,north,289.9200878073539,62.1861580532371,16.770087807353946
1950,5,south,285.4903389422779,54.21261009610026,12.340338942277924
1950,6,north,292.5066755957299,66.8420160723139,19.35667559572994
1950,6,south,284.46131877225264,52.360373790054794,11.311318772252662
1950,7,north,293.7228540495053,69.03113728910961,20.572854049505338
1950,7,south,283.5882688361144,50.788883905006,10.438268836114446
1950,8,north,293.58897707844403,68.79015874119929,20.438977078444054
1950,8,south,283.2790028312045,50.2322050961681,10.129002831204502
1950,9,north,291.8648709210057,65.68676765781034,18.71487092100574
1950,9,south,283.9809979940221,51.49579638923986,10.830997994022141
1950,10,north,288.73439809130997,60.05191656435799,15.584398091309993
1950,10,south,285.1573947225165,53.61331050052979,12.007394722516551
1950,11,north,284.70843497150577,52.805182948710424,11.55843497150579
1950,11,south,286.5343445251293,56.0918201452328,13.384344525129336
1950,12,north,282.1154626401765,48.13783275231769,8.965462640176497
1950,12,south,288.20443837354804,59.09798907238652,15.054438373548066
1951,1,north,280.50795666674185,45.24432200013537,7.35795666674187
1951,1,south,288.8578436109823,60.27411849976816,15.707843610982309
1951,2,north,281.01429497641794,46.155730957552336,7.864294976417966
1951,2,south,288.6696790255968,59.93542224607427,15.519679025596815
1951,3,north,283.4614249193945,50.56056485491017,10.31142491939454
1951,3,south,287.97611079447677,58.68699943005822,14.82611079447679
1951,4,north,286.89199177922825,56.73558520261089,13.741991779228272
1951,4,south,286.69324443656603,56.3778399858189,13.543244436566056
1951,5,north,290.18040767939334,62.65473382290806,17.030407679393363
1951,5,south,285.809787663308,54.78761779395442,12.659787663308009
1951,6,north,292.5982197302918,67.00679551452531,19.44821973029184
1951,6,south,284.6501458353206,52.70026250357709,11.500145835320609
1951,7,north,294.0322398915448,69.58803180478068,20.882239891544828
1951,7,south,283.3683354460969,50.3930038029745,10.218335446096944
1951,8,north,294.09952571522416,69.70914628740353,20.949525715224183
1951,8,south,283.4244640653161,50.49403531756902,10.274464065316124
1951,9,north,292.31782278978113,66.50208102160607,19.167822789781155
1951,9,south,283.87074594677085,51.29734270418758,10.720745946770876
1951,10,north,289.00171952566495,60.533095146196956,15.851719525664976
1951,10,south,285.21902873365536,53.724251720579694,12.069028733655387
1951,11,north,285.0356477241168,53.394165903410304,11.885647724116836
1951,11,south,286.8492951736645,56.65873131259609,13.699295173664495
1951,12,north,282.4897386797236,48.811529623502494,9.33973867972361
1951,12,south,288.22512899192105,59.13523218545794,15.075128991921076
1952,1,north,281.081425003132,46.27656500563761,7.931425003132006
1952,1,south,289.10037802640164,60.710680447522996,15.950378026401665
1952,2,north,281.6445289351713,47.2901520833084,8.494528935171331
1952,2,south,288.94802452654983,60.436444147789736,15.798024526549852
1952,3,north,283.52193846081167,50.66948922946104,10.371938460811691
1952,3,south,288.1205239660393,58.94694313887076,14.970523966039309
1952,4,north,286.8768866856915,56.70839603424472,13.726886685691511
1952,4,south,286.7342122064089,56.45158197153611,13.58421220640895
1952,5,north,290.21232377551775,62.71218279593198,17.06232377551777
1952,5,south,285.47225770958306,54.18006387724955,12.322257709583084
1952,6,north,292.76123140399216,67.30021652718592,19.61123140399218
1952,6,south,284.39851802719846,52.24733244895727,11.248518027198486
1952,7,north,294.0780441213083,69.67047941835503,20.928044121308346
1952,7,south,283.57552719530975,50.76594895155758,10.425527195309769
1952,8,north,293.8693687118678,69.29486368136212,20.719368711867844
1952,8,south,283.25729754135637,50.1931355744415,10.107297541356388
1952,9,north,292.1014701048274,66.11264618868935,18.951470104827422
1952,9,south,283.848005312762,51.25640956297161,10.698005312762007
1952,10,north,288.73907731866495,60.06033917359696,15.589077318664977
1952,10,south,285.0617617550883,53.441171159158976,11.911761755088321
1952,11,north,284.7277608501221,52.83996953021979,11.577760850122104
1952,11,south,286.49411649159526,56.01940968487152,13.344116491595287
1952,12,north,282.0921834727435,48.09593025093834,8.942183472743523
1952,12,south,288.147986294544,58.99637533017926,14.997986294544035
1953,1,north,280.978199683334,46.090759430001285,7.828199683334049
1953,1,south,288.91865389628606,60.38357701331495,15.768653896286082
1953,2,north,281.76476932471815,47.5065847844927,8.614769324718168
1953,2,south,288.79434165464176,60.1598149783552,15.644341654641778
1953,3,north,283.7449143933814,51.070845908086575,10.59491439338143
1953,3,south,288.07784775415354,58.87012595747641,14.92784775415356
1953,4,north,287.17302049678904,57.24143689422031,14.023020496789059
1953,4,south,286.8451882583389,56.651338865010075,13.69518825833893
1953,5,north,290.2014699528232,62.692645915081755,17.051469952823197
1953,5,south,285.83296517019835,54.82933730635707,12.682965170198372
1953,6,north,292.8352256481693,67.43340616670476,19.685225648169308
1953,6,south,284.3634337545901,52.18418075826226,11.213433754590142
1953,7,north,294.11545423422183,69.73781762159933,20.965454234221852
1953,7,south,283.61726655297633,50.84107979535744,10.467266552976355
1953,8,north,293.9753203311635,69.48557659609438,20.82532033116354
1953,8,south,283.46591954732486,50.56865518518479,10.315919547324881
1953,9,north,292.0926647101831,66.09679647832962,18.942664710183124
1953,9,south,283.8179168710646,51.202250367916314,10.66791687106462
1953,10,north,288.9138182428762,60.37487283717716,15.763818242876198
1953,10,south,285.07489251336096,53.46480652404978,11.924892513360987
1953,11,north,285.03513396216374,53.393241131894776,11.885133962163763
1953,11,south,286.62177173787467,56.24918912817444,13.47177173787469
1953,12,north,282.3670616283839,48.590710931091074,9.21706162838393
1953,12,south,288.08577295397293,58.88439131715133,14.935772953972958
1954,1,north,280.58464390202613,45.382359023647076,7.434643902026153
1954,1,south,288.8668178158523,60.29027206853418,15.716817815852323
1954,2,north,281.4781275342206,46.99062956159715,8.328127534220641
1954,2,south,288.70583443544115,60.00050198379411,15.55583443544117
1954,3,north,283.5056575492277,50.64018358860989,10.355657549227715
1954,3,south,288.1271305571363,58.958835002845376,14.97713055713632
1954,4,north,286.823094165884,56.611569498591265,13.673094165884038
1954,4,south,286.6541124620132,56.30740243162378,13.504112462013211
1954,5,north,289.9649438965363,62.266899013765354,16.814943896536306
1954,5,south,285.560644474404,54.339160053927245,12.410644474404023
1954,6,north,292.6205431805685,67.04697772502337,19.47054318056854
1954,6,south,284.1678355365747,51.83210396583455,11.01783553657475
1954,7,north,293.88801163654944,69.32842094578902,20.73801163654946
1954,7,south,283.38462339229136,50.42232210612449,10.234623392291383
1954,8,north,293.80386166064795,69.17695098916636,20.653861660647976
1954,8,south,283.09189441015457,49.89540993827826,9.941894410154589
1954,9,north,292.0036190364078,65.93651426553413,18.85361903640785
1954,9,south,283.4200606027378,50.48610908492809,10.270060602737829
1954,10,north,288.8096347060153,60.18734247082756,15.65963470601531
1954,10,south,284.83123345319956,53.026220215759245,11.681233453199582
1954,11,north,285.2132797230906,53.71390350156308,12.063279723090602
1954,11,south,286.4639217906726,55.96505922321072,13.313921790672623
1954,12,north,282.0216261524122,47.96892707434197,8.871626152412205
1954,12,south,287.99715621493283,58.72488118687913,14.847156214932852
1955,1,north,281.277149646626,46.62886936392687,8.127149646626037
1955,1,south,288.76165370533585,60.10097666960456,15.611653705335868
1955,2,north,281.3136996834081,46.69465943013465,8.16369968340814
1955,2,south,288.62852720880727,59.861348975853126,15.478527208807293
1955,3,north,283.2468491124734,50.17432840245216,10.096849112473421
1955,3,south,287.83164614498077,58.42696306096542,14.681646144980789
1955,4,north,286.6382414066994,56.278834532059,13.488241406699444
1955,4,south,286.6961376049914,56.383047688984576,13.54613760499143
1955,5,north,289.9415067934017,62.224712228123074,16.79150679340171
1955,5,south,285.43300708038225,54.1094127446881,12.283007080382276
1955,6,north,292.6028126368629,67.01506274635325,19.452812636862916
1955,6,south,284.20549885035786,51.89989793064418,11.055498850357878
1955,7,north,293.93576963746204,69.41438534743172,20.785769637462067
1955,7,south,283.2740246467069,50.22324436407244,10.124024646706914
1955,8,north,293.8223977456606,69.21031594218917,20.672397745660646
1955,8,south,283.4789660906423,50.59213896315619,10.328966090642325
1955,9,north,291.97108224383265,65.87794803889882,18.821082243832677
1955,9,south,283.83695351074385,51.236516319338975,10.686953510743876
1955,10,north,288.85523173751886,60.269417127534,15.705231737518886
1955,10,south,284.85317972121607,53.06572349818896,11.703179721216088
1955,11,north,284.75744609044784,52.89340296280616,11.607446090447866
1955,11,south,286.4467197688881,55.93409558399863,13.296719768888124
1955,12,north,281.8273144917629,47.61916608517322,8.6773144917629
1955,12,south,287.92475936547737,58.594566857859306,14.774759365477394
1956,1,north,280.769280021059,45.71470403790622,7.619280021059012
1956,1,south,288.9195919750735,60.38526555513234,15.769591975073524
1956,2,north,281.297574025986,46.66563324677488,8.147574025986046
1956,2,south,288.7144073401545,60.01593321227811,15.564407340154503
1956,3,north,283.4883677820945,50.60906200777011,10.338367782094508
1956,3,south,287.95346604813443,58.64623888664202,14.803466048134453
1956,4,north,286.5962523619895,56.203254251581164,13.446252361989536
1956,4,south,286.66795421925383,56.332317594656935,13.517954219253852
1956,5,north,289.7494172259311,61.87895100667602,16.59941722593112
1956,5,south,285.39126484429784,54.03427671973615,12.24126484429786
1956,6,north,292.4493279243685,66.73879026386335,19.299327924368527
1956,6,south,284.1994871959773,51.889076952759225,11.049487195977349
1956,7,north,293.7524563079904,69.08442135438281,20.60245630799045
1956,7,south,283.42338551071725,50.492093919291094,10.273385510717276
1956,8,north,293.56379229689327,68.74482613440793,20.41379229689329
1956,8,south,283.1698023737741,50.03564427279338,10.019802373774098
1956,9,north,291.6220421322211,65.24967583799804,18.472042132221134
1956,9,south,283.71013731794517,51.008247172301346,10.560137317945191
1956,10,north,288.3320524375701,59.32769438762622,15.182052437570121
1956,10,south,284.88050136551686,53.1149024579304,11.730501365516886
1956,11,north,284.7439995118948,52.86919912141068,11.593999511894822
1956,11,south,286.59350029153217,56.19830052475794,13.443500291532189
1956,12,north,281.99047212277185,47.912849820989365,8.840472122771871
1956,12,south,288.15998939104117,59.01798090387414,15.009989391041188
1957,1,north,280.7240625011205,45.63331250201694,7.5740625011205225
1957,1,south,288.9027010519923,60.354861893586225,15.752701051992346
1957,2,north,281.4148008227914,46.87664148102455,8.264800822791415
1957,2,south,288.7674031184025,60.11132561312456,15.617403118402535
1957,3,north,283.52420914720216,50.67357646496392,10.37420914720218
1957,3,south,287.99569701742666,58.72225463136804,14.845697017426687
1957,4,north,286.82605273178655,56.616894917215824,13.67605273178657
1957,4,south,286.87719450438016,56.70895010788432,13.72719450438018
1957,5,north,289.94070809497305,62.223274570951524,16.79070809497307
1957,5,south,285.7887333331429,54.74971999965724,12.638733333142909
1957,6,north,292.69662314051266,67.18392165292282,19.54662314051268
1957,6,south,284.6087613625433,52.62577045257799,11.458761362543328
1957,7,north,294.0660467689112,69.64888418404016,20.9160467689112
1957,7,south,283.5161477009549,50.659065861718844,10.366147700954912
1957,8,north,293.972501061426,69.48050191056682,20.82250106142601
1957,8,south,283.47310718606906,50.581592934924345,10.32310718606908
1957,9,north,292.0976811423617,66.10582605625109,18.947681142361716
1957,9,south,284.0097011657012,51.54746209826218,10.85970116570121
1957,10,north,288.7950147675175,60.161026581531544,15.645014767517523
1957,10,south,285.3474205967143,53.95535707408578,12.197420596714323
1957,11,north,285.1232137510064,53.55178475181157,11.973213751006426
1957,11,south,286.9009051857627,56.75162933437294,13.750905185762747
1957,12,north,282.423175919983,48.69171665596946,9.273175919983032
1957,12,south,288.30233011902203,59.2741942142397,15.152330119022054
1958,1,north,281.54826152365473,47.116870742578556,8.398261523654753
1958,1,south,289.0610547970075,60.639898634613544,15.911054797007523
1958,2,north,281.81805120728814,47.602492173118684,8.668051207288158
1958,2,south,289.01892160249184,60.56405888448536,15.868921602491866
1958,3,north,283.90331854642807,51.355973383570564,10.75331854642809
1958,3,south,288.1550935798443,59.00916844371974,15.0050935798443
1958,4,north,286.9136140389445,56.77450527010014,13.763614038944525
1958,4,south,287.03159763078105,56.98687573540593,13.881597630781073
1958,5,north,290.1341406521405,62.571453173852944,16.984140652140525
1958,5,south,285.8265713388832,54.81782840998977,12.676571338883207
1958,6,north,292.69010496352905,67.17218893435233,19.540104963529075
1958,6,south,284.47687354779197,52.38837238602558,11.32687354779199
1958,7,north,294.0883491178709,69.68902841216767,20.938349117870928
1958,7,south,283.6766429104024,50.94795723872435,10.526642910402416
1958,8,north,293.9301274477638,69.40422940597492,20.780127447763846
1958,8,south,283.4154824363447,50.47786838542048,10.265482436344712
1958,9,north,291.98908696344716,65.91035653420494,18.839086963447187
1958,9,south,283.8744044421887,51.30392799593966,10.7244044421887
